Timestamp,Regime de Contratação,Qual é seu gênero?,Em qual região do Brasil você mora?,Modelo de Atuação,Você cria ou dá manutenção em testes automatizados em seu trabalho?,Qual é o seu salário mensal bruto em Reais?,Qual é o seu cargo atualmente?,Qual é sua senioridade?,Você foi afetado pela onde de demissões em massa nos últimos 6 meses?,(Opcional) Quais informações você quer que eu extraia a partir dos dados que você forneceu?
2/22/2023 15:11:51,CLT,Feminino,Sul,Remoto,Não,6300,Analista de Testes,Pleno,Não,Salário por região do BR
2/11/2023 7:55:14,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",6300,Analista de Testes,Pleno,Não,
2/22/2023 17:32:25,PJ,Feminino,Nordeste,Remoto,Não,6300,Analista de Qualidade (QA),Pleno,Não,
2/26/2023 13:17:02,CLT,Feminino,Sudeste,Remoto,Não,6300,Analista de Testes,Pleno,Sim,
2/10/2023 2:18:41,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,6290,Analista de Qualidade (QA),Pleno,Não,
3/2/2023 14:20:20,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,6290,Analista de Qualidade (QA),Sênior,Não,Híbrido em 4x1
2/26/2023 14:49:57,CLT,Masculino,Centro-Oeste,Remoto,Não,6285,Analista de Testes,Pleno,Não,
2/22/2023 9:51:32,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",6240,Automatizador de Testes,Pleno,Não,
2/14/2023 6:24:43,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",6200,Analista de Testes,Sênior,Não,
2/15/2023 16:16:22,CLT,Feminino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",6200,Analista de Qualidade (QA),Pleno,Não,
2/22/2023 13:27:29,PJ,Masculino,Sudeste,Presencial,Não,6200,Analista de Qualidade (QA),Pleno,Não,
2/22/2023 16:54:44,CLT,Masculino,Sudeste,Remoto,Não,6200,Analista de Testes,Sênior,Não,Qual é a faixa salarial por cargo por região e por modelo de trabalho remoto
2/22/2023 16:58:01,CLT,Feminino,Sudeste,Remoto,Não,6200,Analista de Qualidade (QA),Pleno,Não,
2/25/2023 18:56:38,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",6200,Engenheiro de Qualidade (QA Engineer),Júnior,Não,
2/9/2023 7:57:56,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",6200,Automatizador de Testes,Pleno,Não,Ok
2/22/2023 20:47:02,CLT,Masculino,Sudeste,Remoto,Não,6200,Analista de Testes,Sênior,Sim,
2/26/2023 8:16:24,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",6200,Analista de Qualidade (QA),Pleno,Não,
2/17/2023 14:52:26,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",6185.85,Analista de Qualidade (QA),Sênior,Não,Gostaria de saber qual é a ferramenta de automação de testes mais utilizada
2/21/2023 12:43:53,Flex,Masculino,Sudeste,Remoto,Não,6155,Líder de Testes,Pleno,Não,
2/9/2023 8:29:46,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",6116,Analista de Qualidade (QA),Pleno,Não,Dividir por faixas de senioridade e modleo de trabalho
2/18/2023 12:38:20,CLT,Feminino,Sudeste,Remoto,Não,6100,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 10:52:48,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",6100,Analista de Testes,Pleno,Sim,
2/22/2023 8:01:14,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",6056,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 11:10:06,CLT,Feminino,Sudeste,Remoto,Não,6050,Engenheiro de Qualidade (QA Engineer),Júnior,Não,"Coloquei o salário bruto, mas também recebo 1800 de Va/vR e plr de 25k anuais "
2/13/2023 19:03:45,CLT,Masculino,Norte,Híbrido (Presencial e Remoto),Não,6050,Analista de Testes,Pleno,Não,
2/22/2023 20:10:18,PJ,Feminino,Sudeste,Remoto,Não,6040,Analista de Qualidade (QA),Júnior,Não,
2/26/2023 11:28:12,CLT,Feminino,Sudeste,Remoto,Não,6028,Analista de Qualidade (QA),Pleno,Não,Porcentagem de Mulheres Poderia verificar também  a questão  Raça cor
2/9/2023 6:52:35,PJ,Feminino,Sul,Híbrido (Presencial e Remoto),Não,6000,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 9:38:53,PJ,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Analista de Qualidade (QA),Pleno,Não,
2/11/2023 19:32:38,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Analista de Testes,Pleno,Não,Já faz mais de 8 meses que estou exercendo atividades de Sênior e continuo como Pleno
2/27/2023 10:50:02,CLT,Feminino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 6:30:13,CLT,Masculino,Sul,Remoto,Não,6000,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 6:39:49,CLT,Masculino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Analista de Testes,Pleno,Não,
2/9/2023 7:31:14,CLT,Masculino,Centro-Oeste,Remoto,Não,6000,Analista de Qualidade (QA),Pleno,Não,Quais regiões estão pagando mais? ou a Classificação das regiões por salários
2/9/2023 8:23:07,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Engenheiro de Qualidade (QA Engineer),Júnior,Não,
2/9/2023 10:47:55,PJ,Feminino,Nordeste,Remoto,Não,6000,Analista de Testes,Júnior,Não,"Você pode perguntar também: Em qual região do país sua empresa fica?Por exemplo: Eu sou do nordeste, mas trabalho para uma empresa de São Paulo "
2/9/2023 12:22:18,CLT,Feminino,Centro-Oeste,Remoto,Não,6000,Automatizador de Testes,Pleno,Não,Média salarial de QA por senioridade 
2/9/2023 15:23:02,CLT,Feminino,Sul,Remoto,Não,6000,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 17:49:15,PJ,Masculino,Sul,Remoto,Não,6000,Analista de Qualidade (QA),Júnior,Não,Comparação PJ X CLT por senioridade
2/10/2023 11:37:50,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Analista de Qualidade (QA),Pleno,Não,
2/10/2023 11:40:00,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Analista de Qualidade (QA),Pleno,Não,
2/11/2023 13:29:58,PJ,Feminino,Sudeste,Remoto,Não,6000,Analista de Qualidade (QA),Pleno,Sim,
2/12/2023 9:11:34,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/15/2023 11:29:31,CLT,Feminino,Sudeste,Remoto,Não,6000,Analista de Qualidade (QA),Pleno,Não,
2/15/2023 11:59:00,CLT,Feminino,Sudeste,Remoto,Não,6000,Analista de Qualidade (QA),Pleno,Não,faixa salarial
2/15/2023 13:41:59,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",6000,Analista de Qualidade (QA),Pleno,Não,
2/16/2023 23:24:51,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Engenheiro de Qualidade (QA Engineer),Júnior,Não,
2/19/2023 15:56:55,CLT,Feminino,Sudeste,Remoto,Não,6000,Analista de Qualidade (QA),Pleno,Não,
2/21/2023 14:10:19,CLT,Masculino,Sudeste,Remoto,Não,6000,Analista de Qualidade (QA),Pleno,Não,
2/21/2023 14:27:44,PJ,Masculino,Sudeste,Presencial,Não,6000,Analista de Qualidade (QA),Pleno,Não,
2/22/2023 8:53:39,CLT,Feminino,Centro-Oeste,Remoto,Não,6000,Analista de Testes,Pleno,Não,
2/23/2023 6:22:53,PJ,Feminino,Nordeste,Remoto,Não,6000,Executor de Testes,Pleno,Não,
2/23/2023 21:17:41,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",6000,Analista de Qualidade (QA),Pleno,Não,
2/26/2023 12:00:48,PJ,Feminino,Centro-Oeste,Remoto,Não,6000,Analista de Qualidade (QA),Pleno,Não,
2/26/2023 14:37:41,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",6000,Automatizador de Testes,Pleno,Sim,
3/1/2023 12:27:36,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",6000,Analista de Qualidade (QA),Pleno,Não,Comparação entre diferentes titulos de cargos e salarios
2/9/2023 16:51:18,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Analista de Testes,Pleno,Sim,"Esse foi meu último salário, atualmente não estou na área de testes Mas voltarei"
2/19/2023 15:06:01,PJ,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Analista de Testes,Pleno,Não,
2/26/2023 17:30:50,CLT,Masculino,Nordeste,Remoto,Não,6000,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 6:29:25,CLT,Masculino,Centro-Oeste,Remoto,"Sim, mais de 8 horas por semama",6000,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/9/2023 8:52:27,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 21:25:38,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Automatizador de Testes,Pleno,Não,
2/21/2023 12:16:28,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",6000,Engenheiro de Qualidade (QA Engineer),Pleno,Não,Salário 
2/22/2023 18:43:33,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",6000,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/26/2023 16:16:14,CLT,Masculino,Norte,Remoto,Não,6000,Analista de Qualidade (QA),Pleno,Não,
2/26/2023 16:26:18,PJ,Masculino,Sudeste,Remoto,Não,6000,Analista de Testes,Pleno,Não,
2/27/2023 6:54:22,CLT,Masculino,Sudeste,Remoto,Não,6000,Analista de Testes,Júnior,Não,
2/27/2023 17:52:11,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",6000,Automatizador de Testes,Júnior,Não,
2/28/2023 14:55:26,CLT,Feminino,Sudeste,Remoto,Não,6000,Analista de Testes,Sênior,Não,
2/12/2023 12:34:08,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",5988.97,Engenheiro de Qualidade (QA Engineer),Júnior,Não,
2/22/2023 9:05:59,CLT,Feminino,Sul,Remoto,Não,5900,Analista de Testes,Pleno,Não,
2/9/2023 6:39:33,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",5900,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 11:42:31,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",5900,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/17/2023 16:58:19,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",5900,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/26/2023 8:42:35,PJ,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",5900,Analista de Testes,Pleno,Não,"Trabalho em duas empresas remotamente, sendo que em uma recebo como PJ RS5900,00 e meu cargo Meu cargo é Analista de Teste QA  é Analista de Teste QA Junior,  mas sou responsável pelos testes manuais e automatizados de duas Squads  E na outra recebo CLT RS6000,00 como Analista de QA Automatizado Pleno , mas sou responsável apenas pelos testes automatizados"
2/9/2023 7:39:32,CLT,Feminino,Sudeste,Remoto,Não,5900,Analista de Qualidade (QA),Pleno,Não,Média salarial 
2/21/2023 11:41:06,CLT,Feminino,Sudeste,Remoto,Não,5900,Analista de Testes,Júnior,Não,Layoffs na área 
2/25/2023 17:24:53,CLT,Masculino,Centro-Oeste,Remoto,"Sim, mais de 8 horas por semama",5900,Automatizador de Testes,Pleno,Não,
2/24/2023 11:30:44,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",5872,Analista de Testes,Sênior,Não,
2/12/2023 2:21:48,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",5840,Analista de Testes,Pleno,Não,
2/15/2023 13:56:40,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",5830,Engenheiro de Qualidade (QA Engineer),Júnior,Não,
2/9/2023 6:57:59,CLT,Masculino,Sudeste,Remoto,Não,5822,Analista de Qualidade (QA),Pleno,Não,"% de pessoas que automatizam, diferença salarial entre os que automatizam e os que não, se os lay-offs eram startups ou não"
2/9/2023 6:12:02,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",5804.96,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 7:09:57,CLT,Feminino,Sudeste,Remoto,Não,5800,Analista de Qualidade (QA),Júnior,Não,
2/11/2023 13:32:57,CLT,Feminino,Sul,Remoto,"Sim, mais de 8 horas por semama",5800,Automatizador de Testes,Pleno,Não,Piso
2/15/2023 11:33:54,CLT,Feminino,Sul,Híbrido (Presencial e Remoto),Não,5800,Analista de Testes,Pleno,Não,
2/15/2023 16:06:19,PJ,Masculino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",5800,Analista de Testes,Pleno,Sim,"Julião e equipe, recentemente (dezembro) fui mandado embora por conta de falta de projetos, meu salário na época era 6000 contrato CLT Fiquei muito triste, principalmente por precisar do emprego, estou pagando casamento então o medo e a preocupação pegou muito, fui fazendo entrevistas após esse desligamento e graças a Deus, em janeiro comecei a atuar novamente porém com um salário um pouco menor, não liguei tanto pois tinha coisas para pagar e necessitava do emprego, e ao longo dos dias fui percebendo a demanda em relação a testes, automações, manutenções e prazo, hoje com mais atividades e demandas ganho menos que antes onde o trabalho era apenas automação, creio que não só eu mas muitas pessoas vivem isso, e esse tópico vem justamente para trazer um pouquinho mais da realidade do mercado, acho que seria muito bacana ver esse processo de conhecimento de vários tipos diferentes de salários, cargos e nível de senioridade, acho que hoje no mercado oque mais tem é justamente salários a baixo do que é demandado nas tarefas de trabalho"
2/22/2023 11:34:57,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,5800,Analista de Qualidade (QA),Pleno,Não,
2/18/2023 8:58:14,CLT,Feminino,Sudeste,Remoto,Não,5800,Analista de Qualidade (QA),Pleno,Não,
2/15/2023 11:50:30,CLT,Feminino,Norte,Presencial,Não,5788.87,Analista de Testes,Júnior,Não,
2/9/2023 6:20:56,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,5700,Analista de Qualidade (QA),Pleno,Não,
2/21/2023 19:41:05,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",5700,Engenheiro de Qualidade (QA Engineer),Pleno,Não,salário de PJ x CLT para cada nível
2/23/2023 6:52:15,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",5700,Analista de Qualidade (QA),Júnior,Não,"Salários JR, PLENO E SENIOR"
3/2/2023 10:58:02,CLT,Feminino,Sul,Remoto,Não,5700,Analista de Qualidade (QA),Pleno,Sim,
2/9/2023 10:12:06,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",5680,Analista de Testes,Pleno,Não,
2/18/2023 9:59:08,CLT,Masculino,Nordeste,Híbrido (Presencial e Remoto),Não,5665,Analista de Qualidade (QA),Júnior,Não,
2/11/2023 18:16:39,CLT,Masculino,Sudeste,Remoto,Não,5662,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/26/2023 8:54:57,CLT,Feminino,Sudeste,Remoto,Não,5630,Analista de Testes,Pleno,Não,
2/27/2023 21:32:52,CLT,Feminino,Centro-Oeste,Híbrido (Presencial e Remoto),Não,5626,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 6:24:30,CLT,Feminino,Nordeste,Remoto,Não,5613,Analista de Testes,Pleno,Não,
2/14/2023 12:21:15,CLT,Feminino,Sudeste,Remoto,Não,5608.72,Analista de Testes,Pleno,Não,- Quem trabalha com automação de testes recebe salário maior?
2/9/2023 7:01:28,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",5600,Analista de Qualidade (QA),Pleno,Não,
2/26/2023 15:07:22,CLT,Masculino,Nordeste,Remoto,Não,5600,Analista de Testes,Pleno,Não,"Salários e senioridade, benefícios como Vale alimentação,  auxílio home office"
2/28/2023 7:11:40,CLT,Masculino,Sudeste,Remoto,Não,5600,Analista de Testes,Júnior,Não,
2/10/2023 16:16:51,CLT,Feminino,Nordeste,Remoto,Não,5600,Analista de Testes,Júnior,Não,
2/11/2023 9:58:20,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,5600,Analista de Qualidade (QA),Júnior,Não,
2/11/2023 13:10:41,Flex,Masculino,Sudeste,Remoto,Não,5600,Analista de Testes,Júnior,Não,
2/14/2023 18:57:41,CLT,Feminino,Sudeste,Remoto,Não,5596,Analista de Qualidade (QA),Júnior,Não,
2/20/2023 12:00:27,CLT,Feminino,Sudeste,Remoto,Não,5590,Analista de Testes,Júnior,Não,
2/26/2023 12:36:16,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",5571,Automatizador de Testes,Pleno,Não,
2/9/2023 13:43:51,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",5571,Automatizador de Testes,Pleno,Não,
2/26/2023 12:29:51,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,5571,Analista de Testes,Pleno,Não,
2/9/2023 6:43:52,CLT,Feminino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",5549.82,Analista de Testes,Pleno,Não,
2/26/2023 9:58:45,PJ,Feminino,Centro-Oeste,Remoto,Não,5500,Engenheiro de Qualidade (QA Engineer),Júnior,Não,
2/9/2023 7:38:37,PJ,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",5500,Analista de Qualidade (QA),Pleno,Sim,
2/9/2023 16:13:50,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",5500,Analista de Testes,Pleno,Não,
2/11/2023 13:20:49,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,5500,Analista de Testes,Júnior,Não,Não tem aparecido muitas vagas novas para o meu perfil
2/18/2023 7:39:27,CLT,Masculino,Sudeste,Presencial,Não,5500,Analista de Testes,Júnior,Não,
2/24/2023 17:29:29,CLT,Feminino,Sul,Híbrido (Presencial e Remoto),Não,5500,Analista de Qualidade (QA),Pleno,Não,
2/26/2023 15:48:14,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",5500,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 6:16:36,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",5500,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 7:55:23,CLT,Feminino,Sul,Remoto,"Sim, mais de 8 horas por semama",5500,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 17:40:45,CLT,Masculino,Sudeste,Remoto,Não,5500,Automatizador de Testes,Pleno,Não,
2/11/2023 10:19:55,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",5500,Analista de Testes,Júnior,Não,
2/11/2023 15:36:01,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",5500,Analista de Qualidade (QA),Pleno,Não,
2/14/2023 18:07:25,PJ,Masculino,Centro-Oeste,Remoto,"Sim, mais de 8 horas por semama",5500,Analista de Qualidade (QA),Júnior,Não,
2/21/2023 23:33:10,PJ,Masculino,Centro-Oeste,Remoto,Não,5500,Analista de Qualidade (QA),Pleno,Não,
2/22/2023 8:06:14,CLT,Feminino,Sul,Híbrido (Presencial e Remoto),Não,5500,Analista de Qualidade (QA),Pleno,Não,Que eu não tenho reajuste de salário a mais de um ano
2/23/2023 9:19:47,PJ,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",5500,Analista de Testes,Trainee,Não,
2/23/2023 10:43:20,CLT,Feminino,Sudeste,Remoto,Não,5500,Analista de Qualidade (QA),Júnior,Sim,
2/26/2023 13:47:45,Flex,Masculino,Sudeste,Remoto,Não,5500,Analista de Testes,Júnior,Não,
2/27/2023 11:06:24,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",5500,Analista de Qualidade (QA),Júnior,Não,
3/1/2023 10:02:11,CLT,Feminino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",5500,Analista de Testes,Júnior,Não,A pandemia nos trouxe a experiência do trabalho remoto Antes tínhamos que migar para região sudeste em busca de oportunidades de trabalho Agora podemos trabalhar com dignidade e sem abrir mão da família! #remotoforever
2/13/2023 14:33:30,PJ,Masculino,Sul,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",5500,Automatizador de Testes,Júnior,Não,
2/27/2023 12:34:25,CLT,Feminino,Sudeste,Remoto,Não,5500,Analista de Testes,Pleno,Não,
2/9/2023 9:48:48,CLT,Feminino,Sudeste,Remoto,Não,5500,Analista de Qualidade (QA),Pleno,Não,
2/11/2023 13:08:51,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",5500,Analista de Qualidade (QA),Júnior,Não,
2/23/2023 8:27:09,CLT,Feminino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",5500,Analista de Qualidade (QA),Pleno,Não,
2/27/2023 5:51:23,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,5500,Analista de Testes,Pleno,Não,
2/27/2023 9:49:19,CLT,Feminino,Sul,Remoto,Não,5500,Analista de Testes,Sênior,Não,
2/28/2023 21:07:20,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),Não,5500,Analista de Testes,Pleno,Não,
3/7/2023 14:59:33,CLT,Masculino,Centro-Oeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",5500,Analista de Testes,Pleno,Não,Pode ser tudo 
2/11/2023 7:20:28,CLT,Masculino,Norte,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",5478.43,Analista de Qualidade (QA),Júnior,Não,
2/27/2023 7:32:10,CLT,Feminino,Sudeste,Remoto,Não,5476.38,Analista de Qualidade (QA),Júnior,Não,
2/12/2023 22:29:26,PJ,Feminino,Nordeste,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",5450,Analista de Qualidade (QA),Pleno,Não,
2/24/2023 13:09:59,CLT,Feminino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",5449.12,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/9/2023 6:50:33,CLT,Feminino,Norte,Híbrido (Presencial e Remoto),Não,5400,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 8:32:32,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",5400,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 9:27:40,CLT,Feminino,Centro-Oeste,Remoto,Não,5400,Analista de Testes,Pleno,Não,
2/11/2023 8:54:45,CLT,Feminino,Nordeste,Remoto,Não,5400,Engenheiro de Qualidade (QA Engineer),Pleno,Não,"Trabalhar como engenheiro de qualidade na prática é saber analisar o que é preciso testar, montar bons cenários de teste e conhecer o básico das ferramentas de automação para poder atuar na criação de scripts"
2/12/2023 20:49:43,CLT,Masculino,Centro-Oeste,Remoto,"Sim, mais de 8 horas por semama",5400,Analista de Qualidade (QA),Pleno,Não,
3/1/2023 17:14:37,CLT,Feminino,Sudeste,Remoto,Não,5400,Analista de Testes,Pleno,Não,Salário de um pleno
3/4/2023 21:31:47,CLT,Feminino,Nordeste,Híbrido (Presencial e Remoto),Não,5389,Analista de Testes,Pleno,Não,
2/9/2023 7:05:50,CLT,Feminino,Sudeste,Remoto,Não,5380,Analista de Qualidade (QA),Pleno,Não,Nao
2/9/2023 6:25:21,CLT,Feminino,Norte,Híbrido (Presencial e Remoto),Não,5350,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/26/2023 10:22:24,CLT,Feminino,Sul,Remoto,Não,5330,Analista de Qualidade (QA),Pleno,Não,Salário 
2/9/2023 6:42:55,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",5300,Analista de Qualidade (QA),Pleno,Não,Plano de saúde é um fator relevante para a escolha do emprego também pra mim Quais os tipos de benefício recebidos e quais desses realmente são usados pode ser uma boa
2/9/2023 9:49:50,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",5300,Analista de Qualidade (QA),Júnior,Não,"Referente a automação, a pergunta está direcionada para quem atua somente com isso 8hs, poderia ter uma separação, do tipo qnto tempo vc dá manutenção aos testes automatizados, seria mais aderente a realidade acredito que de alguns participantes "
2/9/2023 21:18:09,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",5300,Engenheiro de Qualidade (QA Engineer),Pleno,Sim,
2/10/2023 7:24:50,CLT,Feminino,Sudeste,Remoto,Não,5300,Analista de Testes,Pleno,Não,"Meu cargo não aparece na lista, coloquei o mais parecido, mas eu sou Homologadora, além de testes eu homologo também as funcionalidades Pode usar todos os dados"
2/13/2023 21:10:57,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",5300,Analista de Qualidade (QA),Pleno,Não,
2/21/2023 12:39:28,CLT,Masculino,Nordeste,Remoto,Não,5300,Analista de Qualidade (QA),Pleno,Sim,
2/27/2023 13:46:14,CLT,Feminino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",5300,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 7:32:58,CLT,Feminino,Sudeste,Presencial,Não,5300,Analista de Qualidade (QA),Pleno,Não,
2/11/2023 11:01:44,CLT,Feminino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",5300,Analista de Testes,Pleno,Não,
2/11/2023 22:52:47,CLT,Feminino,Sudeste,Remoto,Não,5300,Analista de Testes,Pleno,Não,
3/7/2023 8:32:04,CLT,Feminino,Sul,Híbrido (Presencial e Remoto),Não,5300,Analista de Testes,Pleno,Não,
2/26/2023 8:25:57,CLT,Feminino,Sudeste,Remoto,Não,5293,Analista de Qualidade (QA),Júnior,Não,Média salarial por região do Brasil 
2/9/2023 6:24:05,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",5290,Engenheiro de Qualidade (QA Engineer),Júnior,Não,
2/26/2023 21:38:18,CLT,Masculino,Centro-Oeste,Remoto,Não,5272,Analista de Testes,Júnior,Não,
2/9/2023 6:21:02,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",5250,Analista de Testes,Pleno,Não,"Salário por região, se o modelo remoto cresceu ou está diminuindo, se existe diferenças de salário entre remoto e presencial Qual região do Brasil o modelo remoto é maior"
2/15/2023 12:13:45,CLT,Feminino,Sudeste,Remoto,Não,5250,Analista de Qualidade (QA),Pleno,Não,
2/21/2023 15:26:17,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",5250,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/11/2023 22:34:20,CLT,Masculino,Sudeste,Remoto,Não,5222,Analista de Testes,Sênior,Não,"Separar os salários dos profissionais de mesmo cargo (analista de testes SR, por exemplo), que automatizam ou não"
